institucion,codigo,nombre _establecimiento,clasificacion,tipo,departamento,provincia,distrito,ubigeo,direccion,codigo_DISA,codigo_red,codigo_microrred,categoria,telefono,horario,longitude,latitude
GOBIERNO REGIONAL,7097,A�ALCATE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD A�ALCATE,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.81446,-6.43075
GOBIERNO REGIONAL,11064,SAN LORENZO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,SAN LORENZO,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.81279061,-6.34680112
GOBIERNO REGIONAL,4973,EL ROLLO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CHOROS,60603,COMUNIDAD EL ROLLO,7,13,3,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.81250667,-5.99260333
GOBIERNO REGIONAL,7109,CHIPULUC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD CHIPULIC,7,13,1,I-1,RADIO: 6286 - NOVEMBER 100,8:00 - 14:00,-78.81210333,-6.33135167
GOBIERNO REGIONAL,4211,MORRO SOLAR,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,OTROS ALFREDO BASTOS N° 630 DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,15,1,I-4,076 431407,24 HORAS,-78.81192,-5.7106
GOBIERNO REGIONAL,6809,PAMPA LA CALZADA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,COMUNIDAD PAMPA LA CALZADA,7,8,1,I-1,952815145 - #0023533,7:00 - 17:00,-78.8119,-6.92986
GOBIERNO REGIONAL,11261,GRAMALOTILLO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,SANTA CRUZ,60611,CMP GRAMALOTILLO,7,13,3,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.81124084,-6.17438804
GOBIERNO REGIONAL,10459,LABORATORIO DE SALUD PUBLICA DE LA DIRECCION SUB REGIONAL  DE SALUD JAEN,PATOLOGIA CLINICA,SERVICIO MEDICO DE APOYO,CAJAMARCA,JAEN,JAEN,60801,CALLE BOLIVAR N° 1560,7,15,0,Sin categoria,#999015148,07:30 - 17:00,-78.80955322,-5.70885098
GOBIERNO REGIONAL,6857,NUEVO ORIENTE,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD NUEVO ORIENTE,7,13,1,I-3,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.80939333,-6.37374167
GOBIERNO REGIONAL,10878,MAMARURIBAMBA BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CHOTA,COCHABAMBA,60407,COMUNIDAD DE MAMARURIBAMBA BAJO,7,10,4,I-1,NO CUENTA CON TELEFONO,8:00 - 16:00,-78.80913086,-6.51146094
GOBIERNO REGIONAL,4547,CONTUMAZA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,CAJAMARCA,CONTUMAZA,CONTUMAZA,60501,AV. CORCUERA S/N,7,6,1,I-4,952809758 - #0023392,24 HORAS,-78.80799951,-7.36642873
GOBIERNO REGIONAL,4562,LLAPA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,DISTRITO LLAPA,7,8,2,I-3,952815279 - #0023534,7:00 - 19:00,-78.80737,-6.979366
GOBIERNO REGIONAL,4998,EL CARDON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALICADELCARDON,7,13,1,I-1,RADIO: 6286 - NOVEMBER 32,8:00 - 14:00,-78.80680491,-6.48133114
GOBIERNO REGIONAL,6867,LIBERTAD LIMON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,COMUNIDAD LIBERTAD LIMON,7,14,4,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.80657398,-6.07393899
PRIVADO,23693,SERVICIOS MEDICOS JAEN EIRL,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,AVENIDA PAKAMUROS NUMERO 1757 PISO 2 DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,0,0,I-3,958914429,08:00 - 18:00,-78.80649167,-5.69930333
GOBIERNO REGIONAL,4224,CRUCE SHUMBA,"CENTROS DE SALUD O CENTROS MEDICOS,CENTROS DE SALUD O CENTROS MEDICOS",ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,BELLAVISTA,60802,OTROS COMUNIDAD DE CRUCE SHUMBA DISTRITO BELLAVISTA PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,15,4,I-3,973918961,08:00 - 19:00,-78.80645,-5.55487
GOBIERNO REGIONAL,4280,PUERTO CIRUELO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,HUARANGO,60903,COMUNIDAD PUERTO CIRUELO,7,16,4,I-3,#951962986,8:00 - 18:00,-78.80523,-5.28629
GOBIERNO REGIONAL,7748,CULLANMAYO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD CULLANMAYO,7,13,1,I-1,RADIO: 6286 - NOVEMBER 69,8:00 - 14:00,-78.80502,-6.41818
GOBIERNO REGIONAL,11260,LA VIÑA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,SANTA CRUZ,60611,LA VIÑA,7,13,3,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.80488,-6.132155
GOBIERNO REGIONAL,4210,GRAL. JAEN,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,AVENIDA AV. PAKAMAUROS S/N S/N AV. PAKAMAUROS S/N JAEN JAEN CAJAMARCA ,7,0,0,II-1,076-431268,24 HORAS,-78.80471119,-5.70621441
GOBIERNO REGIONAL,4564,SABANA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,LOCALIDAD SABANA,7,8,2,I-1,952815458 - #0023544,8:00 - 14:00,-78.80405,-6.96692
GOBIERNO REGIONAL,4700,TAYAL,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CHOTA,COCHABAMBA,60407,COMUNIDAD TAYAL,7,10,4,I-1,943581366,9:00 - 17:00,-78.80116,-6.52505
ESSALUD,10136,HOSPITAL II CLINICA JAEN,HOSPITALES O CLINICAS DE ATENCION GENERAL,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,CALLE MARIANO MELGAR N° 192- URB. SANTA BEATRIZ,7,0,0,II-1,076-431271,24 HORAS,-78.8008309,-5.7134468
GOBIERNO REGIONAL,6832,LA CONGONA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LA CONGONA,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.79926512,-6.45652831
GOBIERNO REGIONAL,5016,PANDALLE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,COMUNIDAD DE PANDALLE,7,14,4,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.79857,-6.10259
GOBIERNO REGIONAL,5035,LA FLOR,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,60608,COMUNIDAD LA FLOR,7,14,2,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.79833073,-6.18199481
GOBIERNO REGIONAL,4276,SAN PEDRO DE PERICO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,CHIRINOS,60902,OTROS COMUNIDAD DE SAN PEDRO DISTRITO CHIRINOS PROVINCIA SAN IGNACIO DEPARTAMENTO CAJAMARCA ,7,16,10,I-3,#976653531,12 HORAS,-78.79699,-5.33886
GOBIERNO REGIONAL,4834,UTICYACU,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,UTICYACU,61310,DISTRITO UTICYACU,7,12,2,I-2,954710331,08:00 - 20:00,-78.79456398,-6.60602069
GOBIERNO REGIONAL,12164,POLULO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,NINABAMBA,61306,CASERIO POLULO,7,12,2,I-1,#945837572,8:00 - 16:00,-78.79447074,-6.67583972
GOBIERNO REGIONAL,4230,SAN AUGUSTIN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,BELLAVISTA,60802,CALLE IVA S/N,7,15,4,I-1,#962632334,8:00 - 14:00,-78.79384,-5.58596
GOBIERNO REGIONAL,4563,EL TAMBO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,61111,LOCALIDAD EL TAMBO,7,8,2,I-1,952816034 - #0023552,8:00 - 14:00,-78.79304,-6.98713
GOBIERNO REGIONAL,6787,SANTA ROSA DE TAPO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD SANTA ROSA DE TAPO,7,13,1,I-1,RADIO: 6286 - NOVEMBER 22,8:00 - 14:00,-78.79255156,-6.3199731
GOBIERNO REGIONAL,4213,FILA ALTA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,COMUNIDAD FILA ALTA,7,15,1,I-3,ACTUALIZAR,24 HORAS,-78.791643,-5.739184
GOBIERNO REGIONAL,6788,YANGACHIS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD YANGACHIS,7,13,1,I-1,RADIO: 6286 - NOVEMBER 63,8:00 - 14:00,-78.79111833,-6.33893333
GOBIERNO REGIONAL,5001,PATAHUAZ,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD PATAHUAZ,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.79104349,-6.48822518
GOBIERNO REGIONAL,4829,NINABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,NINABAMBA,61306,DISTRITO NINABAMBA,7,12,3,I-3,#749848,08:00 - 20:00,-78.78997,-6.65024
GOBIERNO REGIONAL,4821,CULDEN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,CATACHE,61303,COMUNIDAD CULDEN,7,12,1,I-1,954873764,08:00 - 14:00,-78.78947174,-6.6499611
GOBIERNO REGIONAL,6831,LA SUCCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LA SUCCHA,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.78835071,-6.36275232
GOBIERNO REGIONAL,8925,LA LLICA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,CENTRO POBLADO LA LLICA,7,13,1,I-1,076-437062,8:00 - 14:00,-78.78610385,-6.45858314
GOBIERNO REGIONAL,7029,SEÑOR DE LOS MILAGROS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,UTICYACU,61310,COMUNIDAD BARRANCO,7,12,2,I-1,965887004,08:00 - 14:00,-78.7843,-6.58822
GOBIERNO REGIONAL,7030,SANGACHE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,UTICYACU,61310,COMUNIDAD SANGACHE,7,12,2,I-1,948661825,08:00 - 14:00,-78.7843,-6.58822
GOBIERNO REGIONAL,5000,MU�UNO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD MU�UNO,7,13,1,I-1,RADIO: 6286 - NOVEMBER 46,8:00 - 14:00,-78.78380464,-6.46771956
GOBIERNO REGIONAL,7168,MONTEGRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,OTROS COMUNIDAD MONTEGRANDE DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,15,1,I-2,931754352,07:30 - 13:30,-78.78301,-5.71685
GOBIERNO REGIONAL,4581,SANTA ROSA DE UNANCA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN PABLO,SAN PABLO,61201,LOCALIDAD SANTA ROSA DE UNANCA,7,9,1,I-2,941904017,12 HORAS,-78.78178041,-7.08410971
GOBIERNO REGIONAL,5014,CONDORHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,COMUNIDAD  DE CONDORHUASI,7,14,4,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.78059167,-6.09601
GOBIERNO REGIONAL,7698,SAN PEDRO DE CHOROS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CHOROS,60603,COMUNIDAD SAN PEDRO DE CHOROS,7,14,5,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.77905333,-5.98752
GOBIERNO REGIONAL,4684,CHINLANLAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CHOTA,LAJAS,60410,COMUNIDAD CHINLANLAN,7,10,5,I-1,945134313,8:00 - 14:00,-78.77843,-6.57244
GOBIERNO REGIONAL,4621,CATILLUC,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,CATILLUC,61104,JR. LOS ANDES N° 220,7,2,5,I-3,#0023785,12 HORAS,-78.77797,-6.801649
GOBIERNO REGIONAL,4989,AMBULCO GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD AMBULCO GRANDE,7,13,1,I-2,RADIO: 6286 - NOVEMBER 19,8:00 - 14:00,-78.77786813,-6.41514221
GOBIERNO REGIONAL,6852,LLIPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LLIPA,7,13,1,I-1,RADIO: 6286 - NOVEMBER 66,8:00 - 14:00,-78.77578886,-6.32419983
GOBIERNO REGIONAL,4279,HUARANGO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,HUARANGO,60903,DISTRITO DE EL HUARANGO,7,16,4,I-3,*0226738,8:00 - 18:00,-78.775347,-5.27258
GOBIERNO REGIONAL,4568,SAN SILVESTRE DE COCHAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,61111,DISTRITO COCHAN,7,8,2,I-2,952815374 - #0023550,24 HORAS,-78.77379,-6.978266
GOBIERNO REGIONAL,4996,RAMBRAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD RAMBRAN,7,13,1,I-1,RADIO: 6286 - NOVEMBER 33,8:00 - 14:00,-78.77338,-6.43567
GOBIERNO REGIONAL,4990,YATUN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD YATUN,7,13,1,I-1,RADIO: 6286 - NOVEMBER 68,8:00 - 14:00,-78.77338,-6.43567
GOBIERNO REGIONAL,4579,POLAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN PABLO,SAN BERNARDINO,61202,LOCALIDAD DE POLAN,7,9,1,I-1,973583561,12 HORAS,-78.76941805,-7.15555602
GOBIERNO REGIONAL,4567,PAMPA CUYOC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,LOCALIDAD PAMPA CUYOC,7,8,2,I-1,952815387 -  #0023538,8:00 - 16:00,-78.76921,-6.92776
GOBIERNO REGIONAL,6833,LA JAYUA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LA JAYUA,7,13,1,I-1,RADIO: 6286 - NOVEMBER 71,8:00 - 14:00,-78.7685,-6.51006
GOBIERNO REGIONAL,6841,ACHIRAMAYO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SANTA CRUZ,NINABAMBA,61306,COMUNIDAD ACHIRAMAYO,7,12,3,I-1,#976202229,08:00 - 14:00,-78.76768,-6.67817
GOBIERNO REGIONAL,6834,LUZPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LUZPAMPA,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.76748,-6.5473
GOBIERNO REGIONAL,4999,LAS PALMAS DE TINYAYOC,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD LAS PALMAS DE TINYAYOC,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.7647,-6.52057
GOBIERNO REGIONAL,11068,PUCALA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,CPM PUCALA,7,14,4,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.76394727,-6.12254822
GOBIERNO REGIONAL,4972,MESARRUME,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CHOROS,60603,COMUNIDAD MESARRUME,7,14,5,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.76281,-5.94732
GOBIERNO REGIONAL,4565,SAN ANTONIO DE OJOS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,LOCALIDAD SAN ANTONIO DE OJOS,7,8,2,I-1,952815759 - #0023547,8:00 - 16:00,-78.76055,-6.91726
GOBIERNO REGIONAL,4997,TRIGOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,LOCALIDAD TRIGOPAMPA,7,13,1,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.75912,-6.53278
GOBIERNO REGIONAL,7084,LUCMILLO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,61111,CASERIO LUCMILLO,7,8,2,I-1,952816192 - #0023554,8:00 - 14:00,-78.75746,-6.92691
GOBIERNO REGIONAL,5012,PIMPINGOS,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,JR. COMERCIO S/N,7,14,4,I-3,NO CUENTA CON TELEFONO,8:00 - 20:00,-78.75668917,-6.06070669
GOBIERNO REGIONAL,4301,PACAY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,60906,CAS. SAN JUAN DE PACAY,7,16,3,I-1,#970016500,8:00 - 14:00,-78.75649,-4.98198
GOBIERNO REGIONAL,4578,CALLANCAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN PABLO,SAN PABLO,61201,CASERIO CALLANCAS S/N,7,9,1,I-2,973583565,12 HORAS,-78.75481658,-7.10878883
GOBIERNO REGIONAL,4987,SUMIDERO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,CUTERVO,60601,CPM SUMIDERO,7,13,1,I-3,076-813251,8:00 - 18:00,-78.75454,-6.41709
GOBIERNO REGIONAL,4690,TAURIPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CHOTA,LAJAS,60410,COMUNIDAD TAURIPAMPA,7,10,5,I-1,349472,8:00 - 14:00,-78.75405,-6.58512
GOBIERNO REGIONAL,5018,EL PALTO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CUTERVO,PIMPINGOS,60606,CASERIO EL PALTO S/N,7,14,4,I-1,NO CUENTA CON TELEFONO,8:00 - 14:00,-78.75397426,-6.10896577
GOBIERNO REGIONAL,7083,PABELLON CHICO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN MIGUEL,LLAPA,61107,COMUNIDAD PABELLON CHICO,7,8,2,I-1,952816231 - #0023569,12 HORAS,-78.75323,-6.89316
GOBIERNO REGIONAL,4284,EL PORVENIR DE HUARANGO,"CENTROS DE SALUD O CENTROS MEDICOS,CENTROS DE SALUD O CENTROS MEDICOS",ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,HUARANGO,60903,OTROS DISTRITO EL HUARANGO DISTRITO HUARANGO PROVINCIA SAN IGNACIO DEPARTAMENTO CAJAMARCA ,7,16,4,I-3,#945726014,8:00 - 14:00,-78.75058,-5.16398
GOBIERNO REGIONAL,7086,CORAZON DE MARIA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,CHOTA,LAJAS,60410,COMUNIDAD CORAZON DE MARIA,7,10,5,I-1,950259941,8:00 - 14:00,-78.75024591,-6.52589814
GOBIERNO REGIONAL,4215,CHAMAYA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,JAEN,60801,OTROS COMUNIDAD DE CHAMAYA DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,15,1,I-1,968164380,08:00 - 14:00 ,-78.74859,-5.83173
GOBIERNO REGIONAL,4229,CANANA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,JAEN,BELLAVISTA,60802,OTROS COMUNIDAD CANANA DISTRITO BELLAVISTA PROVINCIA JAEN DEPARTAMENTO CAJAMARCA ,7,15,4,I-1,#984502853,8:00 - 14:00,-78.74857,-5.48873
GOBIERNO REGIONAL,4304,NARANJOS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,60906,CASERIO NARANJOS,7,16,3,I-2,#970016500,8:00 - 14:00,-78.74854,-4.66507
GOBIERNO REGIONAL,7125,MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,CAJAMARCA,SAN IGNACIO,HUARANGO,60903,OTROS COMUNIDAD DE SAN FRANCISCO COMUNIDAD DE SAN FRANCISCO HUARANGO SAN IGNACIO CAJAMARCA ,7,16,4,I-1,#951962986,8:00 - 18:00,-78.74726,-5.02995
